C1,Q1,C2,near_policy,t_ch,slope,life,w_t0.5
5.6,31.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.67406831805395,2.367075763913236e-05,8449.243706055322,-0.06612442283823017
5.6,36.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.032151024820868,1.8507490036861256e-05,10806.435643172641,0.1210961997361249
5.6,36.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.603301122286755,1.945544774829911e-05,10279.897054411662,0.05987708580376912
5.6,36.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.224317487489166,2.0451960062272765e-05,9779.013815352357,0.006264895760186444
5.6,36.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,9.886980405966039,2.1499513956206318e-05,9302.535880922345,-0.04096198968661103
5.6,36.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.584782603768236,2.2600723791054778e-05,8849.274113918367,-0.08276870020679321
5.6,41.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,10.778391626324627,1.7109152792257797e-05,11689.649536036854,0.07884478354773616
5.6,41.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.3982746672603,1.813132375275394e-05,11030.634206706627,0.02514203063835146
5.6,41.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.062357354598802,1.921456339883424e-05,10408.771505686886,-0.02176275527287398
5.6,41.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,9.763354032339665,2.0362520224246906e-05,9821.966917525646,-0.06294793089441153
5.6,41.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.49549688948252,2.1579060698720936e-05,9268.244007110778,-0.09926418666678485
5.6,46.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,10.524632227828388,1.5816467207914655e-05,12645.048819746473,0.03691835724798036
5.6,46.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.193248212233847,1.6897318698610827e-05,11836.197420863142,-0.009315814072844826
5.6,46.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,9.900397221708436,1.80520324449917e-05,11079.084895811131,-0.04956011556971665
5.6,46.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,9.639727658713293,1.928565597936104e-05,10370.401723126988,-0.08474891073710478
5.6,46.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.406211175196809,2.060358176773902e-05,9707.050077727697,-0.11561760829393404
5.85,26.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.420622202765731,1.6812324041823862e-05,11896.03528354925,0.17397817031636445
5.85,26.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.894306413292046,1.739029117482645e-05,11500.669999678483,0.09704479194100069
5.85,26.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.429190134222278,1.798812742324703e-05,11118.44469933703,0.029325001129881463
5.85,26.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,10.015185534171167,1.860651583933013e-05,10748.922674563471,-0.03068774977500026
5.85,26.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.644306413292046,1.9246162957008386e-05,10391.68173140564,-0.08418563437546968
5.85,31.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.143969031375716,1.5691328103252998e-05,12745.893698987637,0.12915607556209624
5.85,31.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.666386185371817,1.6362366164951533e-05,12223.171024518655,0.05979706539283926
5.85,31.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.24433622843814,1.706210110159173e-05,11721.885763608678,-0.0011686534217224707
5.85,31.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,9.86866538765102,1.779176013213246e-05,11241.158745097622,-0.05510626495492533
5.85,31.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.532126926112557,1.8552622957427394e-05,10780.146853571,-0.1030955920386726
5.85,36.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,10.867315859985702,1.4645076851446784e-05,13656.466403605253,0.08456389927165218
5.85,36.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.438465957451589,1.5395200909775545e-05,12991.061381537756,0.0227362389451053
5.85,36.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.059482322654002,1.6183746487403278e-05,12358.077912037937,-0.0315156673728625
5.85,36.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,9.722145241130873,1.701268154300153e-05,11755.936269921749,-0.07941503550236048
5.85,36.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.419947438933072,1.7884074834517815e-05,11183.133701385697,-0.12192867341620042
5.85,41.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,10.590662688595689,1.3668586532220875e-05,14632.090855081558,0.04018631116329967
5.85,41.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.210545729531361,1.4485203952961154e-05,13807.19254278189,-0.014148734904836285
5.85,41.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,9.874628416869864,1.5350609447748775e-05,13028.798672832549,-0.061723589761448566
5.85,41.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,9.575625094610727,1.626771781623018e-05,12294.287512195564,-0.10361886699543843
5.85,41.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.307767951753583,1.7239618000137676e-05,11601.185130575563,-0.14068764876305295
5.85,46.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,10.314009517205676,1.2757205693348908e-05,15677.414381134573,-0.003990996866945016
5.85,46.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,9.982625501611135,1.36289961260363e-05,14674.595116945397,-0.050868250651332964
5.85,46.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,9.689774511085727,1.4560362188120434e-05,13735.922047541977,-0.09179958100195956
5.85,46.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,9.429104948090583,1.555537510530529e-05,12857.292006528878,-0.1277223545821269
5.85,46.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.195588464574097,1.6618384319050158e-05,12034.864290070242,-0.15937518850743862
